Site,Title,Author,Publisher,Publication_Year,ISBN,Price,URL,Format
ThriftBooks,Life of Pi,Yann Martel,Mariner Books Classics,2003,9780156027328,$5.09,https://www.thriftbooks.com/w/life-of-pi-by-yann-martel/246634/?resultid=f9857c58-91c9-48b3-ae08-8ee6f67eb5c5#isbn=0156027321,Format:Paperback
